Index,Company name,Rating,Company type,Sector,Old,Company location,Employees,Reviews
1393,Food Corporation of India,4, Central ,Government , 58 years old , Delhi/NCR +49 more, 10k-50k Employees (Global) ,127 Reviews
1394,SAVA Healthcare,4.2, Public ,Pharma , 20 years old , Pune +7 more, 501-1k Employees ,127 Reviews
1395,Amco Batteries,4.2, Public ,Auto Components , 68 years old , Chennai +24 more, 201-500 Employees ,127 Reviews
1396,Sanmar Group,3.6, Public ,Chemicals , 51 years old , Chennai +12 more, 1k-5k Employees (Global) ,127 Reviews
1397,Fynd,3, Public ,Internet , 11 years old , Mumbai +7 more, 501-1k Employees ,127 Reviews
1398,National Small Industries Corporation,3.5, Central ,Government , 68 years old , New Delhi +27 more, 1k-5k Employees ,126 Reviews
1399,Harita Techserv,3.4, Public ,Auto Components , 27 years old , Chennai +7 more, 51-200 Employees ,126 Reviews
1400,Red FM 93.5,4.1, Public ,Broadcasting , 21 years old , Delhi/NCR +42 more, 501-1k Employees (Global) ,126 Reviews
1401,KMC Constructions,3.8, Public ,Engineering & Construction , 26 years old , Chennai +24 more, 201-500 Employees ,126 Reviews
1402,Acer India,4.1, Public ,IT Services & Consulting , 47 years old , Xizhi  +30 more, 51-200 Employees ,126 Reviews
1403,University of Delhi,4.4, Public ,Education & Training , 101 years old , Delhi/NCR +4 more, 10k-50k Employees ,126 Reviews
1404,Sagarsoft,4.6, Public ,IT Services & Consulting , 27 years old , Hyderabad/Secunderabad +2 more, 51-200 Employees ,126 Reviews
1405,Indiafilings,2.9, Startup ,Financial Services , 10 years old , Chennai +9 more, 501-1k Employees (Global) ,126 Reviews
1406,Red FM 93.5,4.1, Public ,Broadcasting , 21 years old , Delhi/NCR +42 more, 501-1k Employees (Global) ,126 Reviews
1407,National Small Industries Corporation,3.5, Central ,Government , 68 years old , New Delhi +27 more, 1k-5k Employees ,126 Reviews
1408,Indiafilings,2.9, Startup ,Financial Services , 10 years old , Chennai +9 more, 501-1k Employees (Global) ,126 Reviews
1409,Trell,3.1, Startup ,Internet , 7 years old , Bangalore +12 more, 501-1k Employees ,126 Reviews
1410,Man Industries,3.4, Public ,Building Material , 35 years old , Mumbai +9 more, 1k-5k Employees ,126 Reviews
1411,DQ Entertainment,3.4, Public ,Animation & VFX , 16 years old , Hyderabad/Secunderabad +2 more, 51-200 Employees ,125 Reviews
1412,Karnataka Bank,3.8, Public ,Banking , 99 years old , Mangaluru/Mangalore +42 more, 5k-10k Employees ,125 Reviews
1413,RattanIndia Power,3.1, Public ,Metals & Mining , 16 years old , Delhi/NCR +6 more, 1k-5k Employees ,125 Reviews
1414,Chembond Chemicals,3.7, Public ,Chemicals , 50 years old , Mumbai +18 more, 51-200 Employees ,125 Reviews
1415,Coastal Projects,4, Public ,Engineering & Construction , 28 years old , Hyderabad/Secunderabad +16 more, 5k-10k Employees (Global) ,125 Reviews
1416,Praxis home Retail,4.2, Public ,Retail , 16 years old , Mumbai +25 more, 1k-5k Employees ,125 Reviews
1417,Coding Ninjas,4, Startup ,EdTech , 7 years old , New Delhi +4 more, 51-200 Employees ,125 Reviews
1418,Stashfin,4.4, Startup ,FinTech , 7 years old , Delhi +11 more, 11-50 Employees ,125 Reviews
1419,BMW Industries,3.9, Public ,Iron & Steel , 53 years old , Kolkata +12 more, 501-1k Employees ,124 Reviews
1420,Cheema Boilers,4.2, Public ,Industrial Machinery , 24 years old , Mohali +8 more, 501-1k Employees ,124 Reviews
1421,Wicked Ride Adventures,4, Startup ,Internet , 9 years old , Bangalore +8 more, 51-200 Employees ,124 Reviews
1422,Bambino Agro Industries,4, Public ,Food Processing , 41 years old , Hyderabad/Secunderabad +20 more, 201-500 Employees ,124 Reviews
1423,ING Vysya Bank,4.4, Public ,Banking , 21 years old , Mumbai +41 more, 5k-10k Employees ,124 Reviews
1424,The Oriental Insurance Co.,4.5, Central ,Insurance , 76 years old , Mumbai +51 more, 10k-50k Employees ,123 Reviews
1425,IL&FS Technologies,3.8, Public ,Engineering & Construction , 90 years old , Gurgaon +34 more, 201-500 Employees ,123 Reviews
1426,Nilkamal Furniture,4, Public ,Furniture & Furnishing , 33 years old , Mumbai +49 more, 1k-5k Employees ,123 Reviews
1427,Sulphur Mills,3.9, Public ,Agro Chemicals , 63 years old , Mumbai +19 more, 201-500 Employees ,123 Reviews
1428,The Oriental Insurance Co.,4.5, Central ,Insurance , 76 years old , Mumbai +51 more, 10k-50k Employees ,123 Reviews
1429,Nilkamal Furniture,4, Public ,Furniture & Furnishing , 33 years old , Mumbai +49 more, 1k-5k Employees ,123 Reviews
1430,Sulphur Mills,3.9, Public ,Agro Chemicals , 63 years old , Mumbai +19 more, 201-500 Employees ,123 Reviews
1431,Mfine,3.6, Startup ,Internet , 6 years old , Bangalore +8 more, 201-500 Employees ,123 Reviews
1432,DAEWOO E&C,4.6, Public ,Engineering & Construction , 50 years old ,  Seoul +12 more, 5k-10k Employees (Global) ,122 Reviews
1433,Riddhi Corporate Services,4.2, Public ,IT Services & Consulting , 13 years old , Ahmedabad  +32 more, 11-50 Employees ,122 Reviews
1434,FreshMenu,3.4, Startup ,Internet , 9 years old , Bangalore +6 more, 201-500 Employees ,122 Reviews
1435,DCW,4.1, Public ,Chemicals , 98 years old , Mumbai +9 more, 1k-5k Employees ,122 Reviews
1436,DAEWOO E&C,4.6, Public ,Engineering & Construction , 50 years old ,  Seoul +12 more, 5k-10k Employees (Global) ,122 Reviews
1437,Autoline Industries,3.8, Public ,Auto Components , 20 years old , Pune +11 more, 1k-5k Employees ,122 Reviews
1438,LIXIL,4.1, Public ,Building Material , 16 years old , Koto-ku +26 more, 201-500 Employees ,122 Reviews
1439,Vishay Precision Transducers,3.9, Public ,Semiconductors , 13 years old , Basingstoke +5 more, 1k-5k Employees ,122 Reviews
1440,Club Oxygen,4.4, Public ,Hospitality , 5 years old , Mumbai +24 more, 201-500 Employees ,122 Reviews
1441,Mahindra Two Wheelers,4.3, Public ,Automobile , 15 years old , Pune +37 more, 501-1k Employees ,121 Reviews
1442,Xome,4.2, Startup ,Internet , 11 years old , Lewisville +4 more, 201-500 Employees ,121 Reviews
1443,United Nations Development Programme,4.4, Public ,Non-Profit , 58 years old , New York +37 more, 201-500 Employees ,121 Reviews
1444,Peninsula Land,3.9, Public ,Real Estate , 26 years old , Mumbai +7 more, 501-1k Employees ,121 Reviews
1445,Mahindra Two Wheelers,4.3, Public ,Automobile , 15 years old , Pune +37 more, 501-1k Employees ,121 Reviews
1446,CL Educate,3.9, Public ,Education & Training , 27 years old , Delhi/NCR +22 more, 501-1k Employees ,121 Reviews
1447,Ujaas Energy,3.7, Public ,Power , 44 years old , Indore +15 more, 201-500 Employees ,120 Reviews
1448,Dynamatic Technologies,3.6, Public ,Auto Components , 50 years old , Bangalore/Bengaluru +6 more, 1k-5k Employees ,120 Reviews
1449,Woodenstreet.com,3.3, Startup ,Furniture & Furnishing , 8 years old , Jaipur +16 more, 51-200 Employees ,120 Reviews
1450,Suven Life Sciences,4, Public ,Pharma , 34 years old , Hyderabad/Secunderabad +6 more, 51-200 Employees ,120 Reviews
1451,Maharashtra State Electricity Transmission Company,4.3, State ,Government , 18 years old , Mumbai +28 more, 1k-5k Employees ,120 Reviews
1452,SeQuent Scientific,3.5, Public ,Pharma , 38 years old , Mumbai +10 more, 501-1k Employees ,120 Reviews
1453,Border Roads Organisation,4.1, Public ,Engineering & Construction , 63 years old , New Delhi +17 more, 5k-10k Employees ,120 Reviews
1454,Gujarat State Electricity Corporation,4.2, State ,Government , 30 years old , Vadodara +15 more, 5k-10k Employees ,120 Reviews
1455,Kutch Chemical Industries,3.9, Public ,Chemicals , 19 years old , Ahmedabad +2 more, 1k-5k Employees ,120 Reviews
1456,Pontika Aerotech,3.9, Public ,Clinical Research , 6 years old , Sirmour +4 more, 51-200 Employees ,120 Reviews
1457,Pharmed,4.3, Public ,Pharma , 77 years old , Bangalore/Bengaluru +27 more, 1k-5k Employees ,119 Reviews
1458,Linc,3.6, Public ,FMCG , 47 years old , Kolkata +20 more, 1k-5k Employees ,119 Reviews
1459,Net Access India,3.8, Public ,IT Services & Consulting , 26 years old , Chennai +19 more, 201-500 Employees ,119 Reviews
1460,Kopran,3.5, Public ,Pharma , 65 years old , Mumbai +12 more, 501-1k Employees ,119 Reviews
1461,Sami-Sabinsa Group,3.1, Public ,Fitness & Wellness , 32 years old , Bangalore/Bengaluru +7 more, 501-1k Employees ,119 Reviews
1462,ABC Bearings,3.9, Public ,Auto Components , 62 years old , Mumbai +21 more, 201-500 Employees ,119 Reviews
1463,Bharat Broadband Network,4.2, Central ,Telecom ,12 years, New Delhi +51 more, 51-200 Employees (Global) ,119 Reviews
1464,Joannou & Paraskevaides,4.4, Public ,Engineering & Construction , 62 years old , Guernsey +12 more, 1-10 Employees ,119 Reviews
1465,Jagsonpal Pharmaceuticals,3.8, Public ,Pharma , 59 years old , Delhi/NCR +30 more, 1k-5k Employees ,118 Reviews
1466,Country Delight,3.9, Startup ,Beverage , 8 years old , Gurgaon +16 more, 501-1k Employees ,118 Reviews
1467,Jagsonpal Pharmaceuticals,3.8, Public ,Pharma , 59 years old , Delhi/NCR +30 more, 1k-5k Employees ,118 Reviews
1468,Agility E Services,4, Public ,IT Services & Consulting , 16 years old , Hyderabad/Secunderabad, 51-200 Employees ,118 Reviews
1469,PG Electroplast,3.7, Public ,Consumer Electronics & Appliances , 46 years old , Noida +13 more, 501-1k Employees ,118 Reviews
1470,First Abu Dhabi Bank,3, Public ,Banking , 6 years old , Abu Dhabi +6 more, 201-500 Employees ,118 Reviews
1471,Country Delight,3.9, Startup ,Beverage , 8 years old , Gurgaon +16 more, 501-1k Employees ,118 Reviews
1472,Vakilsearch,3.6, Startup ,Legal , 11 years old , Chennai +6 more, 51-200 Employees ,118 Reviews
1473,Indian Terrain Fashions,3.8, Public ,Fashion & Textile , 23 years old , Chennai +31 more, 201-500 Employees ,117 Reviews
1474,Alp Consulting,3.5, Public ,Recruitment , 27 years old , Bengaluru/Bangalore +13 more, 201-500 Employees ,117 Reviews
1475,Learning Links Foundation,4, Public ,Non-Profit , 21 years old , Delhi/NCR +28 more, 501-1k Employees ,117 Reviews
1476,Garden Reach Shipbuilders & Engineers,3.8, Central ,Ports & Shipping , 89 years old , Kolkata +4 more, 1k-5k Employees ,117 Reviews
1477,Sterling Biotech,4.1, Public ,Pharma , 38 years old , Mumbai +2 more, 501-1k Employees ,117 Reviews
1478,Learning Links Foundation,4, Public ,Non-Profit , 21 years old , Delhi/NCR +28 more, 501-1k Employees ,117 Reviews
1479,Japfa Comfeed,4.2, Public ,Agriculture , 28 years old , Jakarta +18 more, 501-1k Employees ,117 Reviews
1480,NEARBY TECHNOLOGIES,4.1, Startup ,FinTech , 7 years old , Mumbai +25 more, 1k-5k Employees ,117 Reviews
1481,Bikayi,3, Startup ,Internet , 4 years old , Bengaluru/Bangalore +4 more, 201-500 Employees ,117 Reviews
1482,EICHER TRUCKS AND BUSES,4.2, Public ,Automobile , 15 years old , New Delhi +34 more, 1k-5k Employees ,117 Reviews
1483,Sika,4, Public ,Chemicals , 113 years old , Baar +21 more, 201-500 Employees ,117 Reviews
1484,Donear Industries,3.4, Public ,Fashion & Textile , 46 years old , Mumbai +7 more, 1k-5k Employees ,116 Reviews
1485,Holostik,4.1, Public ,Packaging , 32 years old , Noida +11 more, 1k-5k Employees ,116 Reviews
1486,NSK,4, Public ,Industrial Machinery , 107 years old , Tokyo +14 more, 51-200 Employees ,116 Reviews
1487,Psychotropics India,4.1, Public ,Pharma , 36 years old , Faridabad +6 more, 201-500 Employees ,116 Reviews
1488,Tirupati Group,3.9, Public ,Pharma , 18 years old , Sirmour +8 more, 1k-5k Employees ,116 Reviews
1489,Speciality Restaurants,4.5, Public ,Hospitality , 32 years old , Mumbai +12 more, 1k-5k Employees ,116 Reviews
1490,AYM Syntex,4, Public ,Fashion & Textile , 38 years old , Mumbai +5 more, 1k-5k Employees ,116 Reviews
1491,Euler Motors,3.6, Startup ,Automobile , 8 years old , Delhi +10 more, 51-200 Employees ,116 Reviews
1492,Mutual Industries,3, Public ,Petrochemicals , 44 years old , Mumbai +9 more, 201-500 Employees ,115 Reviews
1493,Aditya Birla Nuvo,4.2, Public ,Fashion & Textile , 76 years old , Mumbai +26 more, 10k-50k Employees ,115 Reviews
1494,Intense Technologies,4.1, Public ,IT Services & Consulting , 33 years old , Hyderabad/Secunderabad +12 more, 501-1k Employees ,115 Reviews
1495,Aksh Optifibre,3.6, Public ,Telecom , 37 years old , Delhi/NCR +11 more, 201-500 Employees ,115 Reviews
1496,Btl Epc,3.2, Public ,Industrial Machinery , 60 years old , Kolkata +12 more, 501-1k Employees ,115 Reviews
1497,Keolis Hyderabad Metro,3.9, MNC ,Urban Transport ,12 years, Hyderabad/Secunderabad +2 more, 1k-5k Employees ,115 Reviews
1498,Modicare,4.4, Public ,Beauty & Personal Care , 27 years old , Delhi/NCR +30 more, 51-200 Employees ,115 Reviews
1499,FCS Software Solutions,3.6, Public ,IT Services & Consulting , 29 years old , Noida +12 more, 501-1k Employees ,115 Reviews
1500,Fedders Lloyd,4.1, Public ,Engineering & Construction , 66 years old , Delhi/NCR +24 more, 201-500 Employees ,114 Reviews
1501,Ajnara India,3.7, Public ,Real Estate , 32 years old , Noida +2 more, 201-500 Employees ,114 Reviews
1502,Automotive Stampings and Assemblies,3.5, Public ,Auto Components , 33 years old , Pune +6 more, 501-1k Employees ,114 Reviews
1503,Fedders Lloyd,4.1, Public ,Engineering & Construction , 66 years old , Delhi/NCR +24 more, 201-500 Employees ,114 Reviews
1504,Automotive Stampings and Assemblies,3.5, Public ,Auto Components , 33 years old , Pune +6 more, 501-1k Employees ,114 Reviews
1505,Ajnara India,3.7, Public ,Real Estate , 32 years old , Noida +2 more, 201-500 Employees ,114 Reviews
1506,RAMADA PLAZA,4.1, Public ,Hospitality , 70 years old , New Jersey +18 more, 201-500 Employees (Global) ,114 Reviews
1507,Videocon Industries Ltd.,4, Public ,Consumer Electronics & Appliances , 44 years old , Mumbai +37 more, 5k-10k Employees ,114 Reviews
1508,ANI INTEGRATED SERVICES,3.8, Public ,Engineering & Construction , 35 years old , Mumbai +26 more, 201-500 Employees ,114 Reviews
1509,Ocrolus East,3.4, Startup ,FinTech , 9 years old , New York City +3 more, 201-500 Employees ,114 Reviews
1510,Creamy foods,3.8, Public ,Food Processing , 32 years old , Noida +20 more, 201-500 Employees ,114 Reviews
1511,Sarda Energy & Minerals,4.4, Public ,Iron & Steel , 50 years old , Raipur +4 more, 1k-5k Employees ,113 Reviews
1512,Rushil Decor,4, Public ,Building Material , 29 years old , Ahmedabad +20 more, 501-1k Employees ,113 Reviews
1513,India Pistons,3.7, Public ,Auto Components , 74 years old , Chennai +3 more, 1k-5k Employees ,113 Reviews
1514,Fermenta Biotech,4.2, Public ,Pharma , 72 years old , Thane +8 more, 501-1k Employees ,113 Reviews
1515,IG Petrochemicals,3.7, Public ,Chemicals , 35 years old , Mumbai +10 more, 1k-5k Employees ,113 Reviews
1516,Quality Council of India,3.6, Public ,Government , 26 years old , Delhi/NCR +8 more, 51-200 Employees ,113 Reviews
1517,Sarda Energy & Minerals,4.4, Public ,Iron & Steel , 50 years old , Raipur +4 more, 1k-5k Employees ,113 Reviews
1518,DotPe,3.1, Startup ,IT Services & Consulting , 4 years old , Gurgaon +11 more, 201-500 Employees ,113 Reviews
1519,Smarter BIZ Technologies,3, Startup ,IT Services & Consulting , 9 years old , Bangalore/Bengaluru +12 more, 51-200 Employees ,113 Reviews
1520,Ganesh Grains,3, Public ,FMCG , 87 years old , Kolkata +17 more, 51-200 Employees ,112 Reviews
1521,United Bank of India,3.9, Public ,Banking , 73 years old , Kolkata +25 more, 501-1k Employees ,112 Reviews
1522,Graphite India,3.7, Public ,Electrical Equipment , 61 years old , Nasik/Nashik +7 more, 1k-5k Employees ,112 Reviews
1523,Roots Multiclean,3.7, Public ,Industrial Machinery , 31 years old , Coimbatore +20 more, 1k-5k Employees ,112 Reviews
1524,Air India Engineering Services,3.9, Public ,Industrial Machinery , 19 years old , Delhi/NCR +9 more, 501-1k Employees ,112 Reviews
1525,CTR Manufacturing Industries,3.8, Public ,Electronics Manufacturing , 59 years old , Pune +8 more, 51-200 Employees ,112 Reviews
1526,Air India Engineering Services,3.9, Public ,Industrial Machinery , 19 years old , Mumbai +9 more, 501-1k Employees ,112 Reviews
1527,MyCaptain,3.5, Startup ,Internet , 7 years old , Bengaluru/Bangalore +4 more, 51-200 Employees ,112 Reviews
1528,IndiaLends,3.7, Startup ,Financial Services , 9 years old , Delhi +4 more, 201-500 Employees ,111 Reviews
1529,BillDesk,3.6, Public ,FinTech , 23 years old , Mumbai +13 more, 201-500 Employees (Global) ,111 Reviews
1530,IndiaLends,3.7, Startup ,Financial Services , 9 years old , Delhi +4 more, 201-500 Employees ,111 Reviews
1531,WPIL,4, Public ,Building Material , 71 years old , Kolkata +14 more, 201-500 Employees ,111 Reviews
1532,The Hindu Group,3.8, Public ,Printing & Publishing , 145 years old , Chennai +13 more, 1k-5k Employees ,111 Reviews
1533,National Mineral Development Corporation,4.5, Public ,Metals & Mining , 65 years old , Hyderabad/Secunderabad +9 more, 5k-10k Employees (Global) ,110 Reviews
1534,Barbrik Project,3.8, Public ,Engineering & Construction , 15 years old , Surajpur +16 more, 501-1k Employees ,110 Reviews
1535,HMT Machine Tools,3.7, Central ,Industrial Machinery , 70 years old , Bangalore/Bengaluru +13 more, 51-200 Employees ,110 Reviews
1536,Windsor Machines,3.7, Public ,Industrial Machinery , 60 years old , Ahmedabad +15 more, 501-1k Employees ,110 Reviews
1537,Municipal Corporation of Greater Mumbai,3.9, Public ,Government , 135 years old , Mumbai +3 more, 501-1k Employees ,110 Reviews
1538,Pickrr,3.9, Startup ,Internet , 8 years old , Faridabad +4 more, 201-500 Employees ,110 Reviews
1539,Windsor Machines,3.7, Public ,Industrial Machinery , 60 years old , Ahmedabad +15 more, 501-1k Employees ,110 Reviews
1540,Emami Frank Ross,3.7, Public ,Retail , 117 years old , Kolkata +11 more, 201-500 Employees ,110 Reviews
1541,Senvion,4.2, Startup ,Power , 6 years old , Hamburg +16 more, 51-200 Employees ,110 Reviews
1542,HMT Machine Tools,3.7, Central ,Industrial Machinery , 70 years old , Bangalore/Bengaluru +13 more, 51-200 Employees ,110 Reviews
1543,Ruloans,3.9, Public ,Financial Services , 27 years old , Mumbai +25 more, 51-200 Employees (Global) ,110 Reviews
1544,Ruloans,3.9, Public ,Financial Services , 27 years old , Mumbai +25 more, 51-200 Employees (Global) ,110 Reviews
1545,RLabs Enterprise Services,3.7, Public ,IT Services & Consulting , 10 years old , Hyderabad/Secunderabad +10 more, 1k-5k Employees ,110 Reviews
